,mean,var,cv2,highly_variable
2147,0.251594166092195,0.36504369543902704,5.766826138479231,True
2161,0.22520049860118702,0.41029750550676924,8.090057676441434,True
2170,1.2438792367114235,1.3844246342637754,0.894772444021586,False
2194,0.2519867713291435,0.37994471213165737,5.983538380150934,True
2197,1.2681618240527721,1.1683212704735637,0.7264615999417917,False
2199,0.17917843671523895,0.2615106931064869,8.145250370401154,True
2207,0.41914915331780195,0.6701118736911653,3.81423682541826,True
2214,0.26218305079872495,0.3083998699121571,4.486406725154185,True
2217,0.7759671160327641,0.8283138885199045,1.3756488449954416,False
2223,0.42866190642502705,0.6615928252053563,3.600465394224858,True
2224,0.8032498078789598,1.6586984145038437,2.5707834520660104,True
2231,0.2445025341900004,0.3645511550456199,6.09795877972817,True
2235,0.18277161658439345,0.28349756739008675,8.486308782705265,True
2237,0.22834125909803446,0.42784603222114775,8.205601019484194,True
2242,0.1892111350828835,0.3024813429486041,8.448762066780766,True
2257,0.15407910737880687,0.19942072582162088,8.399713860006498,True
2276,0.45159616396106983,0.7542010560255442,3.6981499635959247,True
2277,0.21755436216321897,0.2792540230099825,5.900036130352873,True
2279,0.34487522302803153,0.443982194907467,3.732827438662234,True
2300,0.34956276524818863,0.5690241639302038,4.656684588070399,True
2304,0.4701074765236421,0.6643174295513674,3.0059334796373482,True
2308,0.16747809109289777,0.2302573838326978,8.20884543500121,True
2333,0.6481229522595394,0.859348708217953,2.045754859254704,True
2357,0.3515602914420539,0.45608980366261564,3.6901771707191715,True
2373,0.26665678472839793,0.615672537795374,8.65841500631581,True
2387,0.22755287711273814,0.42968313071211783,8.298034852591641,True
2390,0.2638878783328334,0.4466521810525437,6.413931829585696,True
2393,0.24976605606287555,0.3686076336774705,5.908680826300562,True
2452,0.2131142037201527,0.37431622680824805,8.241462765874328,True
2464,0.2458082268748957,0.3787198652080127,6.267842433228562,True
2482,0.24875777866659815,0.37695289750893773,6.091534772258784,True
2484,0.9984608486259067,1.065841003697103,1.0691285030261561,False
2499,0.19144794181657507,0.3161248603953662,8.624727813777868,True
2507,0.5722109969696951,0.833164794214496,2.5445862962328087,True
2541,0.15273979252210657,0.18880758469564948,8.092755667989092,True
2543,0.5235421217952492,0.899755306258052,3.2826121647857938,True
2576,0.7856942640026274,0.839126456207413,1.3593132342476628,False
2620,0.18101711334300571,0.2628086644065071,8.020236141041442,True
2627,0.16405412539861602,0.22142531664483794,8.226911518303025,True
2639,0.17514597007109828,0.2455971764964361,8.005877014959268,True
2641,0.19404496700515095,0.32527251148646025,8.638355313226384,True
2654,0.7175583266550121,0.9610010777151747,1.8664167115362118,True
2662,0.42810240634228186,0.663027686670861,3.6177117162503016,True
2676,0.19910187816133626,0.23196860375669018,5.851504446704368,True
2697,0.2981115765782364,0.519507795288336,5.845605448486748,True
2699,0.217012847941343,0.44046899999219125,9.35266188032519,True
2717,0.2861742302844559,0.5199344645739876,6.348662736834336,True
2726,0.7468896039492412,0.9962860529888801,1.7859547172457066,True
2736,0.23641006822952493,0.3491142640457492,6.2463725962959895,True
2759,0.8355422393812056,1.1853759733770761,1.6979256868171533,True
2770,0.15601925196793415,0.20037535931023476,8.231331463558288,True
2786,0.40386671168758514,0.6100553897291927,3.740162651049727,True
2794,0.18616575490556914,0.29802076733499594,8.598731860800848,True
2841,0.16776314754690602,0.23294003996571866,8.276287784558019,True
2884,0.20992288671478468,0.36437629993840676,8.268384928854632,True
2891,0.22385697323623427,0.4067654987054414,8.116974626734548,True
2905,0.3872627982248453,0.677452673801417,4.517149944702584,True
2915,0.5638706595599142,0.7973349724801161,2.5077281397633633,True
2926,0.20946084639671836,0.37486945631161195,8.54406314797155,True
2939,0.5525302432912264,0.8911780778229694,2.9191133766009973,True
2941,0.49612246025653706,0.7412276379757723,3.0114250769927353,True
2942,1.22165272725668,1.3536144799410006,0.9069830329964828,False
2965,0.3412905470563071,0.5297624881877698,4.5480890107415775,True
2996,0.18369801891290102,0.270576921297953,8.018053243674105,True
2999,0.21611987599511306,0.27829594776173194,5.958105174921974,True
3002,0.16753523175002094,0.2264378280540255,8.067169953144333,True
3026,0.26715916046091776,0.4305916758391292,6.032806629376191,True
3039,0.5156744928436476,0.6806265241019499,2.5595047281497716,True
3047,0.1925663858732605,0.2972468970904681,8.015759142777332,True
3112,0.23505187130005878,0.32648342990234014,5.909161473502612,True
3115,0.192567231275402,0.3092336989847247,8.338930063199248,True
3117,0.34367354813699363,0.4249945117858303,3.598217666367921,True
3206,0.3768350898551396,0.5470108780801424,3.8520350666781207,True
3245,0.17046506363998537,0.23609569347235315,8.124606765227249,True
3249,0.3118605608468433,0.6269095299653163,6.445839615239447,True
3255,3.675385128542526,0.2211989280829041,0.016374848041632622,False
3294,0.8803005063182356,1.2630895552654335,1.629940234012068,False
3302,0.25797843604131027,0.3963296983053953,5.955020762687509,True
3304,0.6990308935525449,1.0804306337928402,2.211073915372763,True
3308,0.7909141446980146,1.1382727240459412,1.8196461790425822,True
3326,0.20206171600443742,0.3315262355127203,8.119685193404083,True
3335,0.5406767645427684,0.8775291331743151,3.0018199901586082,True
3407,0.4440582498131783,0.6072597860110115,3.079586690330078,True
3412,0.5067165162540517,0.9837860787386742,3.8315002732170433,True
3446,0.2043956677412968,0.3395845468639964,8.128195687360643,True
3454,0.21397779548456425,0.2704881959133156,5.9074684983774155,True
3477,0.24519114782732196,0.3754037556434689,6.244272044888577,True
3478,0.2677221129051137,0.4212170626723817,5.876671413619087,True
3497,1.156126063488477,1.3754116817750746,1.0290156972056685,False
3502,0.2493031876514787,0.519393961943925,8.356689116323674,True
3506,0.36198298062789697,0.46928734977600584,3.5814527795088176,True
3517,0.2116680933961762,0.26285710254209227,5.866772226398439,True
3519,0.4103768421312031,0.523052170575463,3.1058232691561436,True
3520,0.2753285532498002,0.3710876899608568,4.895176027351092,True
3549,0.19589631032392718,0.31997407847567205,8.337790290732753,True
3558,0.5268719643467468,0.7190054088326814,2.5901231498212876,True
3559,0.22690010256651105,0.3030398243832033,5.886022064071418,True
3572,0.18666708781761307,0.28063746527646477,8.053741413320973,True
3610,0.15156200484710475,0.18551793000865885,8.075813876473488,True
3616,0.4350144059379012,0.6857381777753069,3.623670959348683,True
3633,0.8608044110000045,0.9139809843779376,1.2334672034524756,False
3656,0.18867234695320462,0.31511907324804633,8.852093385794715,True
3657,0.48368175191262053,0.6973959037115636,2.9809736011621784,True
3667,1.2792391985587346,1.5816866007845163,0.9665329249808121,False
3713,0.9108811938974049,1.022733189464854,1.232645955193887,False
3752,0.17258218577995332,0.2582549551310641,8.670460258273378,True
3758,0.7485744137363018,0.9209642550795415,1.643508830031125,True
3761,3.8237322701872816,1.1535660198639377,0.07889826853413424,False
3801,0.2936077219100167,0.38715368001620565,4.491003640353792,True
3803,0.21649567777512227,0.27743575272631676,5.919086692832809,True
3814,0.4408165681503976,0.5750657117827471,2.9593710453916158,True
3815,0.5347295043573018,0.8532244754014634,2.983963394674545,True
3837,0.46370915002480523,0.6244365370410502,2.9039889245128347,True
3873,0.1968761300459247,0.3298489962676568,8.509770239787745,True
3877,0.23885055690356105,0.33774221117835396,5.920047800771698,True
3891,0.38440963876478407,0.6708996878377661,4.540107262259848,True
3896,1.001239667512388,1.2513242091491994,1.2482262715653862,False
3902,0.22633937970263165,0.29977421664176584,5.851477733293304,True
3937,0.22521452531172417,0.4137197698250865,8.156520235299032,True
3944,0.15602567943192808,0.19999422377048895,8.214997737313098,True
3948,0.3163112675760915,0.4820297064603234,4.8177042727300154,True
3956,0.25341972374838656,0.37917429607389114,5.904067315579061,True
3958,0.39047871580686566,0.5762118582977241,3.779067165155763,True
3979,0.3053472577273659,0.4329719314630893,4.643730816387138,True
3990,0.1837717314487215,0.30147004616216055,8.926349636534402,True
3996,0.1731188526743878,0.2603819404456676,8.68775646153302,True
4023,0.20286362878062777,0.3489242198481233,8.47836645170015,True
4027,3.738015739042828,0.7777079304140067,0.05565885208539277,False
4035,0.5406700696292661,1.1305001778787793,3.8672699823526737,True
4039,1.2768943228466536,0.7760303652977667,0.47595789662101234,False
4040,0.5154989687666802,0.649796078217524,2.445230757317735,True
4041,0.3273913413008155,0.38530936989333053,3.5947702598697022,True
4046,0.6943810029384305,1.1744163346636602,2.4357096728016394,True
4059,0.2631951509055399,0.41794192951181436,6.033285914481085,True
4064,0.2598488900644363,0.41337237657280446,6.121999469732266,True
4065,0.32357725642326174,0.609351304234075,5.819794107089869,True
4073,0.2320591674456866,0.3107993306273837,5.771311966297107,True
4081,0.17681677292062564,0.27544513847621505,8.809967386296925,True
4087,0.2858953622917916,0.5196895275727327,6.358057206106555,True
4089,0.18438771254860414,0.2896962327712631,8.520520403206094,True
4105,0.6064726818939282,1.172904155068733,3.1888850001549303,True
4107,0.16809822089447413,0.23208322385382507,8.213006100318257,True
4109,0.1933023476590717,0.3270175409692649,8.751553836053056,True
4115,0.24167050762062256,0.356371602648439,6.1016648000259615,True
4122,0.19352243255171725,0.3183047777888976,8.499021589395225,True
4130,0.4167913201185337,0.6877475974917681,3.9590341682549988,True
4131,0.20346117911493783,0.3417243436041624,8.254719360518251,True
4133,0.21189952837884923,0.38364741571746364,8.544027250003843,True
4141,0.28122984538808776,0.46436906942325573,5.871309540619622,True
4149,0.2177672030171287,0.412737225183296,8.703211467551693,True
4154,0.2517865172847812,0.3799695504024978,5.99345160863689,True
4164,0.22425031334489864,0.2953273348381753,5.872579341354047,True
4171,3.293897721302002,0.6381763567129521,0.05881938112779735,False
4175,0.20852324114024356,0.25605354662352403,5.888597557644206,True
4179,0.2358390193042728,0.45115269022852295,8.111187163721079,True
4255,0.17260714415053416,0.2440898608704595,8.192522240223875,True
4269,0.16015240922582874,0.21366831406270292,8.330215539208195,True
4300,0.3489129034016502,0.4351908033428394,3.5747204128445684,True
4334,0.5832772384327651,0.7059877410852403,2.0751324670943756,True
4343,0.289039364378322,0.49880932534535083,5.970564284487818,True
4359,0.8353742903193531,0.9955612941552067,1.4266096943401751,False
4395,0.5509397792818187,0.9360360974705093,3.083776574810497,True
4399,0.4088359663100267,0.6210912889443008,3.7158198492904777,True
4409,0.18165176068708994,0.29714211898774906,9.004753555358503,True
4430,0.6834057343583544,1.0180919595658275,2.1798611961990204,True
4432,0.26485227193419847,0.40955988766454865,5.838534066863789,True
4434,0.3750351979143265,0.6390378052181133,4.54338359456616,True
4455,0.35458966653129553,0.809908092382552,6.44139799613923,True
4485,0.3787367326649535,0.6840300367059219,4.768670207840663,True
4489,0.3001993198416596,0.4029089908110855,4.470774155801454,True
4492,1.2122974786635388,1.5131961129607392,1.0296189276685386,False
4509,0.46611285715923817,0.6752931090098613,3.108194258630729,True
4541,0.18566654168559743,0.2778708273933786,8.060519997265311,True
4555,0.18442751124170295,0.29446320815649407,8.65698888412171,True
4559,0.3622890452881942,0.3875123228749138,2.9523769382017395,True
4576,0.3279013370717058,0.4922502468028777,4.578208087130442,True
4581,0.5194415424858069,0.7981699735422934,2.958151534202473,True
4600,0.3215243784829074,0.4761368871047291,4.605744185177492,True
4601,0.20213663606236548,0.23858934732859552,5.839159687314805,True
4608,0.18511399734732945,0.27471215625915374,8.01653487139523,True
4622,0.2088143871088861,0.3770435375164292,8.646905362420558,True
4663,0.3365712835824673,0.4082231838450708,3.6036260172358956,True
4667,0.5105211706228756,0.6721289708522249,2.5788342892416014,True
4668,0.16536032230228126,0.22615233691519798,8.270325017235452,True
4711,0.14417721106790898,0.16937167895899846,8.147542975143601,True
4720,0.44739478107304764,0.7184564486953395,3.589355301338011,True
4727,0.463526756178165,0.8436863677276374,3.926715118312179,True
4731,0.16390460786308453,0.21915752952724046,8.15751543683987,True
4756,0.31126477771356975,0.5664702375678942,5.846724844346439,True
4774,0.1698831183085376,0.23732685404768372,8.22302075033817,True
4791,0.29605092229905494,0.5149221756171753,5.874944979690004,True
4796,0.24915247575707525,0.35765904817373984,5.761450121850277,True
4819,0.3588812716132812,0.47679252164771857,3.7018982100914655,True
4842,0.3100691864750261,0.44241909451628186,4.601634556843618,True
4857,0.27305592344263874,0.4702631522219879,6.307132017555722,True
4862,0.174111359489699,0.24367141425320912,8.037778700533652,True
4880,0.32532545144629776,0.48813921735824733,4.612150971944739,True
4881,0.4254140458628778,0.891680755377537,4.927008870414724,True
4889,0.2177321864037542,0.4191672848851318,8.84164251219467,True
4891,0.3544443021537233,0.6141316973005466,4.888347349635678,True
4894,0.36599678371572375,0.6576034525211247,4.9091500271047925,True
4930,0.4158688582681075,0.6600465103103702,3.816446933077817,True
4948,0.39270786822742326,0.5747034898473434,3.7265058958315276,True
4958,1.3626853376140486,1.2325927605660296,0.6637861901636519,False
4978,2.5320647246270402,1.1198264756870433,0.17466305722237396,False
5045,0.27973105222708566,0.37722025540822324,4.820677703251877,True
5060,0.7957102112308186,1.0645218945863277,1.6812954963564648,True
5068,3.037987150896356,0.590526674615587,0.06398344319363233,False
5089,2.029564326214787,1.8529265585686137,0.44983418817792065,False
5090,0.20209284491015436,0.3520987340899256,8.620887047202,True
5133,0.16499775721476054,0.22315451422014837,8.196598128185792,True
5134,0.49268251210354463,0.7541541976791734,3.1068770657579927,True
5135,0.1755193216278316,0.2551700057687714,8.28258045098176,True
5187,0.26593819479917546,0.4258595079400037,6.0214179709522195,True
5198,0.305938697776984,0.46339094597850516,4.950785114678611,True
5214,0.8189183153175049,1.021032520011323,1.5225016023878293,False
5215,0.21326098531336823,0.2678732896391194,5.889752420214219,True
5216,0.16748029306391282,0.23054933883569093,8.219037727534532,True
5217,0.42556637473134046,0.5674687132923595,3.1333211682697484,True
5221,0.16178463710145297,0.21474536691059043,8.204132249208518,True
5228,0.1683459743561802,0.2294435432568578,8.095711917973558,True
5233,0.43950564481270626,0.7809041481004779,4.042653944154216,True
5237,3.493171023874786,0.22157775460308748,0.018158769816359714,False
5253,0.23434636266398223,0.35128347339325494,6.396367030418661,True
5287,0.27368828216566826,0.4482637618484976,5.984328510424347,True
5314,0.907219579173675,1.015826932400997,1.234225078137827,False
5317,0.19856717067663587,0.3381820271875104,8.576786772341787,True
5345,0.4349481678133398,0.6946125771815952,3.6716843259336605,True
5350,0.43479635623403434,0.5812289056453793,3.0744902170445703,True
5373,0.1677598249065988,0.23153661188346558,8.226750273307914,True
5375,0.4876775353860705,0.7257006245400202,3.051336961473512,True
5379,0.22375430289771941,0.4672580411464356,9.332657289820038,True
5388,0.21818382205758985,0.2812898345572004,5.908807262785039,True
5422,0.4227722180190666,0.6674845350059697,3.7344435354284746,True
5463,0.31872755157190985,0.4644889669438793,4.57227048600856,True
5464,0.18411523693474074,0.290918785393002,8.581821793599017,True
5468,0.17637457719838062,0.2560067618921827,8.229349448408573,True
5473,0.31406996307362944,0.587482211502538,5.955764425476247,True
5474,0.5624256681537787,0.8399530046898782,2.655359635487244,True
5480,0.35710312368290764,0.582871254730289,4.570691758917363,True
5491,1.1929266526918356,0.9688186176210851,0.6807923816414322,False
5499,0.31926390713579733,0.37180192669974,3.6476043657507393,True
5516,0.242968893615489,0.4797447224601401,8.126461778687403,True
5521,4.437474781884397,0.22912918109897618,0.011636130545366828,False
5541,0.1615928892544348,0.21415244495768893,8.200907497712492,True
5592,0.21426859748979835,0.2719290896540296,5.9228284738637775,True
5594,4.00756046319301,0.23577296946271886,0.014680262436205745,False
5602,0.19569477537044488,0.33026662567044673,8.62372476140946,True
5616,0.21527253001870547,0.3812737835479332,8.227167566703844,True
5628,0.33473228575010067,0.5121700740519406,4.571041001424881,True
5641,0.21745282916881015,0.3934245375173055,8.319977153778405,True
5643,0.20950981280309236,0.25525921772755444,5.815175181836719,True
5652,0.22028630674152067,0.41223833277820254,8.495020279231616,True
5677,0.14797840799568007,0.17682448553449018,8.074690207656774,True
5685,0.1631393382592184,0.21898883798769683,8.2278860558415,True
5698,3.240104530467682,0.7689052009527106,0.07324107572440293,False
5701,0.29780440332198627,0.5688314093499344,6.413815195691966,True
5704,3.737282112266754,0.8933562131401125,0.06396064971402295,False
5721,0.2614588784966773,0.41779258173560546,6.111496727461034,True
5722,0.15407910737880687,0.19942072582162088,8.399713860006498,True
5773,0.17998691554469662,0.26414871673591833,8.153671875184743,True
5808,0.6861380482065363,1.0372728665555537,2.203276942268103,True
5830,1.0747308337335233,1.5827986123723836,1.3703322135219467,False
5833,0.3985732577745401,0.5644639862982718,3.5531798605146037,True
5834,0.5763517020890614,0.8438177252752985,2.540224944695582,True
5838,0.2516862282576874,0.38351838796785825,6.054251113807131,True
5857,0.44709940266774795,0.7392776007147905,3.698257919223547,True
